257431;Detergente Limpeza Piso Laminado Dr Schutz Limpeza Diária 1L;27,49;25,99;0;1;Dr Schutz;2019-06-10 16:10:38.000
257430;Detergente Limpeza Piso Vinílico Dr Schutz Limpeza Diária 1L;27,49;25,99;0;1;Dr Schutz;2019-06-10 16:09:40.000
257429;Detergente Limpeza Piso Vinílico Dr Schutz Limpeza Pesada 1L;32,99;31,19;0;1;Dr Schutz;2019-06-10 16:00:25.000
257428;Cera Proteção Piso Vinílico Dr Schutz Fosca 1L;61,59;58,23;0;1;Dr Schutz;2019-06-10 15:51:48.000
257427;Puxador para móveis Pauma 201 Alumínio Acetinado Cromado 448mm;11,00;9,00;0;1;"Pauma ";2019-06-10 15:09:51.000
257426;Puxador para móveis Pauma 201 Alumínio Cromado Acetinado 448mm;11,00;9,00;0;1;"Pauma ";2019-06-10 15:09:15.000
257425;Puxador para móveis Pauma 205 Alumínio Sem Friso Acetinado 448mm;11,00;9,00;0;1;"Pauma ";2019-06-10 10:37:37.000
257424;Piso Laminado Clicado Durafloor Unique Toledo;0,00;99999,99;1;0;Durafloor;2019-06-04 16:15:39.153
257423;Frontal Durafloor Maceió 2,10m;61,59;61,59;1;1;Durafloor;2019-06-03 10:25:11.000
257422;Perfil Redutor Durafloor Maceió 2,10m;38,49;38,49;1;1;Durafloor;2019-06-03 10:25:00.000
257421;Perfil Piso Parede Durafloor Maceió 2,10m;40,69;40,69;1;1;Durafloor;2019-06-03 10:15:16.000
257420;Perfil T Durafloor Maceió 2,10m;34,09;34,09;1;1;Durafloor;2019-06-03 10:14:48.000
257419;Piso Laminado Clicado Durafloor Studio Carvalho Malta - Lançamento;158,07;149,45;1;1;Durafloor;2019-05-29 16:48:25.000
257418;Piso Laminado Clicado Durafloor Studio Carvalho Dover - Lançamento;158,07;149,45;1;1;Durafloor;2019-05-29 16:47:38.000
257417;Piso Laminado Clicado Durafloor Studio Arenal - Lançamento;158,07;149,45;1;1;Durafloor;2019-05-29 16:45:10.000
257416;Piso Laminado Clicado Durafloor Studio Carvalho Munique - Lançamento;158,07;149,45;1;1;Durafloor;2019-05-29 16:43:49.000
257415;Piso Laminado Clicado Durafloor New Way Milão - Lançamento;0,00;99999,99;0;0;Durafloor;2019-05-29 15:41:50.530
257414;Chapa de Mdf Duratex Madeira Branco Artico 9mm;141,89;128,99;1;1;Duratex Madeira;2019-05-23 16:25:08.000
257413;Forro de Fibra Mineral Armstrong Ceilings Dune Tegular 600 x 1200 x 19mm;0,00;99999,99;0;0;Armstrong Ceilings;2019-05-07 18:31:58.550
257412;Parafuso Placa Cimentícia Espaço Aleta 42mm x 32mm Caixa com 800;0,00;99999,99;0;0;Espaço;2019-05-07 16:00:12.300
257411;Piso Laminado Clicado Durafloor Studio Carvalho Hanover - Lançamento;158,07;149,45;1;1;Durafloor;2019-04-26 15:55:38.000
257410;Piso Laminado Clicado Durafloor Studio Miami - Lançamento;158,07;149,45;1;1;Durafloor;2019-04-24 10:48:16.000
257409;Piso Laminado Clicado Durafloor New Way Petrópolis - Lançamento;123,42;123,42;1;1;Durafloor;2019-04-24 09:00:36.000
257408;Piso Laminado Clicado Durafloor New Way Maceió - Lançamento;123,42;123,42;1;1;Durafloor;2019-04-24 09:00:13.000
257407;Piso Laminado Clicado Durafloor New Way Itapuã - Lançamento;123,42;123,42;1;1;Durafloor;2019-04-24 08:50:31.000
257406;Piso Laminado Clicado Durafloor New Way Nogueira Cadiz - Lançamento;123,42;123,42;1;1;Durafloor;2019-04-24 08:46:48.000
257405;Piso Laminado Clicado Durafloor Nature Punta Cana - Lançamento;136,39;136,39;1;1;Durafloor;2019-04-23 17:26:24.000
257404;Piso Laminado Clicado Durafloor Nature Arizona - Lançamento;136,39;136,39;1;1;Durafloor;2019-04-23 17:26:13.000
257403;Piso Laminado Clicado Durafloor Nature Freijó Puro - Lançamento;136,39;136,39;1;1;Durafloor;2019-04-23 17:25:26.000
257402;Piso Laminado Clicado Durafloor Nature Pucon - Lançamento;136,39;136,39;1;1;Durafloor;2019-04-23 17:15:23.000
257401;Piso Laminado Clicado Durafloor Unique Lisboa - Lançamento;200,97;190,01;1;1;Durafloor;2019-04-23 12:14:07.000
257400;Piso Laminado Clicado Durafloor Street Verona;179,74;169,94;1;1;Durafloor;2019-04-23 11:44:22.000
257399;Piso Laminado Clicado Durafloor Unique Bruxelas - Lançamento;200,97;190,01;1;1;Durafloor;2019-04-22 17:59:24.000
257398;Piso Laminado Clicado Durafloor Unique Sardenha - Lançamento;200,97;190,01;1;1;Durafloor;2019-04-22 17:59:13.000
257397;Piso Laminado Clicado Durafloor Unique Chamonix - Lançamento;200,97;190,01;1;1;Durafloor;2019-04-22 17:58:38.000
257396;Piso Laminado Clicado Durafloor Unique Ferrara - Lançamento;200,97;190,01;1;1;Durafloor;2019-04-22 17:58:04.000
257395;Piso Laminado Clicado Durafloor Street Amsterdã;179,74;169,94;1;1;Durafloor;2019-04-22 17:38:38.000
257394;Piso Laminado Clicado Durafloor Street Moscou;179,74;169,94;1;1;Durafloor;2019-04-22 17:28:26.000
257393;Piso Laminado Clicado Durafloor Street Agra;179,74;169,94;1;1;Durafloor;2019-04-22 17:28:03.000
257392;Piso Laminado Clicado Durafloor Street Hong Kong;179,74;169,94;1;1;Durafloor;2019-04-22 17:27:52.000
257391;Piso Laminado Clicado Durafloor Street Nassau;179,74;169,94;1;1;Durafloor;2019-04-22 17:27:40.000
257390;Rodapé de Mdf Espaçofloor Kaindl 67289 Oak Orlando 80mm x 15mm x 2600mm;26,73;18,71;1;1;Espaçofloor Kaindl;2019-04-16 15:27:29.000
257389;Rodapé de Mdf Espaçofloor Kaindl 67173 Minsk 80mm x 15mm x 2600mm;26,73;18,71;1;1;Espaçofloor Kaindl;2019-04-16 15:17:06.167
257388;Rodapé de Mdf Espaçofloor Kaindl 67141 Walnut Lyon 60mm x 15mm x 2600mm;23,65;16,56;1;1;Espaçofloor Kaindl;2019-04-16 15:16:54.697
257387;Rodapé de Mdf Espaçofloor Kaindl 67218 Oak Roma 60mm x 15mm x 2600mm;23,65;16,56;1;1;Espaçofloor Kaindl;2019-04-16 15:16:43.113
257386;Rodapé de Mdf Espaçofloor Kaindl 67119 Ash Arena 60mm x 15mm x 2600mm;23,65;16,56;1;1;Espaçofloor Kaindl;2019-04-16 15:16:08.000
257385;Rodapé de Mdf Espaçofloor Kaindl 67038 Acacia Moscu 60mm x 15mm x 2600mm;23,65;16,56;1;1;Espaçofloor Kaindl;2019-04-16 15:06:11.273
257384;Rodapé de Mdf Espaçofloor Kaindl 67005 Oak Antique 60mm x 15mm x 2600mm;23,65;16,56;1;1;Espaçofloor Kaindl;2019-04-16 14:55:54.387
257383;Rodapé de Mdf Durafloor Clean Milão 80mm x 15mm x 2100mm;20,89;20,89;1;1;Durafloor;2019-04-16 12:13:56.000
257382;Rodapé de Mdf Durafloor Clean Gris Columbia 80mm x 18mm x 2100mm;20,89;20,89;0;1;Durafloor;2019-04-16 12:13:35.000
257381;Rodapé De Poliestireno Santa Luzia Inova Uber 519 Cinza Glacial 200mm x 16mm x 2400mm;190,29;164,34;0;1;Santa Luzia;2019-04-15 15:56:01.000
257380;Rodapé De Poliestireno Santa Luzia Moderna 502 Branco 150mm x 16mm x 2400mm;108,89;94,04;0;1;Santa Luzia;2019-04-15 15:55:49.000
257379;Rodapé De Poliestireno Santa Luzia Moderna 503 Branco 150mm x 16mm x 2400mm;108,89;94,04;0;1;Santa Luzia;2019-04-15 15:55:38.000
257378;Rodapé De Poliestireno Santa Luzia Moderna 546 Branco 250mm x 16mm x 2400mm;158,39;136,79;0;1;Santa Luzia;2019-04-15 15:55:26.000
257377;Rodapé De Poliestireno Santa Luzia Moderna 506 Branco 200mm x 16mm x 2400mm;180,39;155,79;0;1;Santa Luzia;2019-04-15 15:55:15.000
257376;Rodapé De Poliestireno Santa Luzia Inova 519 Branco 200mm x 16mm x 2400mm;190,29;172,99;1;1;Santa Luzia;2019-04-15 15:48:45.000
257375;Rodapé De Poliestireno Santa Luzia Moderna 550 Branco 100mm x 16mm x 2400mm;76,99;66,49;0;1;Santa Luzia;2019-04-15 15:48:34.000
257374;Rodapé De Poliestireno Santa Luzia Inova 522 branco 150mm x 16mm x 2400mm;120,99;104,49;0;1;Santa Luzia;2019-04-15 15:48:22.000
257373;Rodapé De Poliestireno Santa Luzia Inova 518 Branco 150mm x 16mm x 2400mm;120,99;104,49;0;1;Santa Luzia;2019-04-15 15:35:34.000
257372;Rodapé De Poliestireno Santa Luzia Coleção Natural 446-05 70mm x 15mm x 2400mm;52,79;45,59;0;1;Santa Luzia;2019-04-15 15:35:23.000
257371;Rodapé De Poliestireno Santa Luzia Coleção Reserva 3454 Ipe Escuro 100mm x 13mm x 2400mm;100,09;86,44;0;1;Santa Luzia;2019-04-15 15:35:11.000
257370;Rodapé De Poliestireno Santa Luzia Coleção Natural 446-03 70mm x 15mm x 2400mm;52,79;45,59;0;1;Santa Luzia;2019-04-15 14:56:42.000
257369;Rodapé De Poliestireno Santa Luzia Coleção Natural 446-04 70mm x 15mm x 2400mm;52,79;45,59;0;1;Santa Luzia;2019-04-15 14:56:31.000
257368;Rodapé De Poliestireno Santa Luzia Coleção Natural 446-02 70mm x 15mm x 2400mm;52,79;45,59;0;1;Santa Luzia;2019-04-15 14:56:19.000
257367;Rodapé De Poliestireno Santa Luzia Clássica 433 Branco 89mm x 17mm x 2400mm;43,99;37,99;0;1;Santa Luzia;2019-04-15 14:55:56.000
